Cluster,Call_Index,Probability
13,37,0.0006071645415907711
13,38,0.0006071645415907711
13,39,0.0012143290831815423
13,41,0.0012143290831815423
13,42,0.0015179113539769277
13,43,0.0009107468123861566
13,44,0.0012143290831815423
13,46,0.00030358227079538557
13,48,0.00030358227079538557
13,51,0.0006071645415907711
13,57,0.0006071645415907711
13,60,0.00030358227079538557
13,63,0.00030358227079538557
13,65,0.00030358227079538557
13,85,0.00030358227079538557
14,1,0.27429039301310043
14,2,0.19323144104803494
14,3,0.126910480349345
14,4,0.08051310043668122
14,5,0.06823144104803494
14,6,0.040120087336244545
14,7,0.03302401746724891
14,8,0.0212882096069869
14,9,0.024017467248908297
14,10,0.01937772925764192
14,11,0.012827510917030568
14,12,0.011735807860262008
14,13,0.01037117903930131
14,14,0.01037117903930131
14,15,0.007641921397379912
14,16,0.0054585152838427945
14,17,0.008733624454148471
14,18,0.0049126637554585155
14,19,0.0027292576419213972
14,20,0.0035480349344978166
14,21,0.0024563318777292577
14,22,0.004366812227074236
14,23,0.002183406113537118
14,24,0.003002183406113537
14,25,0.002183406113537118
14,26,0.003002183406113537
14,27,0.0008187772925764192
14,28,0.0002729257641921397
14,29,0.001910480349344978
14,30,0.001091703056768559
14,31,0.0016375545851528383
14,32,0.001910480349344978
14,33,0.0013646288209606986
14,34,0.001910480349344978
14,35,0.0002729257641921397
14,36,0.0002729257641921397
14,37,0.0005458515283842794
14,38,0.0005458515283842794
14,39,0.0002729257641921397
14,40,0.001091703056768559
14,41,0.0005458515283842794
14,42,0.0005458515283842794
14,43,0.0005458515283842794
14,44,0.0024563318777292577
14,45,0.0002729257641921397
14,46,0.0002729257641921397
14,47,0.001091703056768559
14,48,0.0005458515283842794
14,49,0.0002729257641921397
14,50,0.0005458515283842794
14,52,0.0002729257641921397
14,53,0.0005458515283842794
14,60,0.0005458515283842794
14,63,0.0005458515283842794
14,64,0.0002729257641921397
14,83,0.0002729257641921397
15,1,0.29516288252714706
15,2,0.15202369200394866
15,3,0.1194471865745311
15,4,0.08489634748272458
15,5,0.07305034550839092
15,6,0.044422507403751234
15,7,0.028627838104639685
15,8,0.023692003948667325
15,9,0.018756169792694965
15,10,0.024679170779861797
15,11,0.014807502467917079
15,12,0.014807502467917079
15,13,0.0029615004935834156
15,14,0.013820335636722606
15,15,0.011846001974333662
15,17,0.003948667324777887
15,18,0.0019743336623889436
15,19,0.003948667324777887
15,20,0.007897334649555774
15,21,0.008884501480750246
15,22,0.0029615004935834156
15,23,0.0009871668311944718
15,25,0.004935834155972359
15,26,0.007897334649555774
15,27,0.004935834155972359
15,28,0.005923000987166831
15,30,0.0029615004935834156
15,34,0.0019743336623889436
15,36,0.003948667324777887
15,37,0.0019743336623889436
15,49,0.0009871668311944718
15,50,0.0019743336623889436
15,51,0.0019743336623889436
15,52,0.0009871668311944718
15,53,0.0019743336623889436
15,70,0.0009871668311944718
15,73,0.0019743336623889436
15,91,0.0009871668311944718
16,1,0.25493752519145507
16,2,0.17230955259975816
16,3,0.12353889560661024
16,4,0.08766626360338574
16,5,0.06932688432083838
16,6,0.046553808948004836
16,7,0.03829101168883515
16,8,0.03305118903667876
16,9,0.022168480451430876
16,10,0.016324062877871828
16,11,0.017936316001612253
16,12,0.014510278113663845
16,13,0.015517936316001612
16,14,0.009673518742442563
16,15,0.00947198710197501
16,16,0.008061265618702136
16,17,0.007255139056831923
16,18,0.005441354292623942
16,19,0.005642885933091495
16,20,0.003022974607013301
16,21,0.005239822652156389
16,22,0.0038291011688835145
16,23,0.002015316404675534
16,24,0.0016122531237404273
16,25,0.0022168480451430876
16,26,0.0018137847642079807
16,27,0.0018137847642079807
16,28,0.0026199113260781943
16,29,0.0012091898428053204
16,30,0.0018137847642079807
16,31,0.0016122531237404273
16,32,0.0018137847642079807
16,33,0.0012091898428053204
16,34,0.0012091898428053204
16,36,0.0014107214832728737
16,37,0.001007658202337767
16,38,0.0008061265618702137
16,39,0.00020153164046755341
16,40,0.00040306328093510683
16,41,0.00040306328093510683
16,42,0.00020153164046755341
16,43,0.00020153164046755341
16,46,0.00020153164046755341
16,47,0.00020153164046755341
16,48,0.0006045949214026602
16,51,0.0006045949214026602
16,52,0.00040306328093510683
16,53,0.00040306328093510683
16,54,0.00020153164046755341
16,56,0.00040306328093510683
16,67,0.0006045949214026602
16,74,0.00020153164046755341
16,91,0.00040306328093510683
16,92,0.00040306328093510683
17,1,0.18231046931407943
17,2,0.19097472924187725
17,3,0.13610108303249097
17,4,0.09620938628158844
17,5,0.07093862815884476
17,6,0.05523465703971119
17,7,0.04061371841155235
17,8,0.0315884476534296
17,9,0.02454873646209386
17,10,0.0240072202166065
17,11,0.016245487364620937
17,12,0.014259927797833935
17,13,0.012093862815884477
17,14,0.0092057761732852
17,15,0.009386281588447653
17,16,0.005595667870036101
17,17,0.006678700361010831
17,18,0.009025270758122744
17,19,0.00631768953068592
17,20,0.004332129963898917
17,21,0.003971119133574007
17,22,0.004151624548736462
17,23,0.004151624548736462
17,24,0.0036101083032490976
17,25,0.0018050541516245488
17,26,0.002888086642599278
17,27,0.001624548736462094
17,28,0.002527075812274368
17,29,0.0019855595667870036
17,30,0.001263537906137184
17,31,0.003249097472924188
17,32,0.0023465703971119133
17,33,0.0009025270758122744
17,35,0.0019855595667870036
17,36,0.0010830324909747292
17,37,0.0010830324909747292
17,38,0.001444043321299639
17,39,0.0009025270758122744
17,40,0.0010830324909747292
17,41,0.0010830324909747292
17,42,0.00018050541516245486
17,43,0.00018050541516245486
17,44,0.0010830324909747292
17,45,0.00036101083032490973
17,46,0.0007220216606498195
17,47,0.00018050541516245486
17,48,0.00036101083032490973
17,49,0.0007220216606498195
17,50,0.00018050541516245486
17,51,0.00036101083032490973
17,52,0.00018050541516245486
17,53,0.00036101083032490973
17,54,0.0007220216606498195
17,55,0.00018050541516245486
17,56,0.0007220216606498195
17,57,0.00018050541516245486
17,58,0.00036101083032490973
17,59,0.00036101083032490973
17,61,0.00018050541516245486
17,62,0.00018050541516245486
17,63,0.00018050541516245486
17,64,0.00018050541516245486
17,65,0.00018050541516245486
17,66,0.00018050541516245486
17,69,0.00018050541516245486
17,72,0.00036101083032490973
17,74,0.00018050541516245486
17,76,0.00018050541516245486
17,78,0.00018050541516245486
17,81,0.00036101083032490973
17,84,0.00036101083032490973
17,86,0.00036101083032490973
17,94,0.00018050541516245486
17,95,0.00018050541516245486
17,100,0.00018050541516245486
18,1,0.1793210676341021
18,2,0.17387924332728685
18,3,0.1339725317439751
18,4,0.0891422648354496
18,5,0.05986006737496761
18,6,0.05519564654055455
18,7,0.03757450116610521
18,8,0.03265094584089142
18,9,0.02746825602487691
18,10,0.023062969681264575
18,11,0.01684374190204716
18,12,0.016584607411246437
18,13,0.010624514122829748
18,14,0.014770665975641358
18,15,0.008551438196423945
18,16,0.010365379632029024
18,17,0.011920186576833377
18,18,0.009069707178025395
18,19,0.003627882871210158
18,20,0.003627882871210158
18,21,0.005441824306815237
18,22,0.005182689816014512
18,23,0.006219227779217414
18,24,0.002591344908007256
18,25,0.00466442083441306
18,26,0.0033687483804094327
18,27,0.003109613889608707
18,28,0.00233221041720653
18,29,0.004405286343612335
18,30,0.003627882871210158
18,31,0.002591344908007256
18,32,0.00233221041720653
18,33,0.003109613889608707
18,34,0.001813941435605079
18,35,0.001813941435605079
18,36,0.0015548069448043534
18,37,0.001813941435605079
18,38,0.00233221041720653
18,39,0.001813941435605079
18,40,0.0015548069448043534
18,41,0.0015548069448043534
18,42,0.001295672454003628
18,43,0.0010365379632029023
18,44,0.0005182689816014512
18,45,0.001295672454003628
18,47,0.0010365379632029023
18,48,0.001813941435605079
18,49,0.0015548069448043534
18,50,0.001295672454003628
18,51,0.0005182689816014512
18,52,0.0005182689816014512
18,53,0.0005182689816014512
18,56,0.0010365379632029023
18,57,0.0002591344908007256
18,58,0.0002591344908007256
18,59,0.001295672454003628
18,60,0.0007774034724021767
18,61,0.0007774034724021767
18,62,0.0005182689816014512
18,64,0.0002591344908007256
18,65,0.0002591344908007256
18,68,0.0002591344908007256
18,72,0.0002591344908007256
18,76,0.0002591344908007256
18,79,0.0002591344908007256
18,80,0.0002591344908007256
18,83,0.0002591344908007256
18,88,0.0002591344908007256
19,1,0.25859312549960034
19,2,0.19024780175859313
19,3,0.11670663469224621
19,4,0.09392486011191047
19,5,0.05755395683453238
19,6,0.04596322941646683
19,7,0.035171862509992005
19,8,0.03836930455635491
19,9,0.02238209432454037
19,10,0.01838529176658673
19,11,0.015187849720223821
19,12,0.011590727418065548
19,13,0.012789768185451638
19,14,0.006794564348521183
19,15,0.007993605115907274
19,16,0.007593924860111911
19,17,0.006794564348521183
19,18,0.0019984012789768186
19,19,0.005195843325339729
19,20,0.0031974420463629096
19,21,0.0015987210231814548
19,22,0.0019984012789768186
19,23,0.004796163069544364
19,24,0.0003996802557953637
19,25,0.002398081534772182
19,26,0.002398081534772182
19,27,0.0031974420463629096
19,28,0.001199040767386091
19,29,0.002398081534772182
19,30,0.0007993605115907274
19,31,0.0003996802557953637
19,32,0.002398081534772182
19,33,0.001199040767386091
19,34,0.0015987210231814548
19,36,0.001199040767386091
19,37,0.0003996802557953637
19,39,0.0019984012789768186
19,41,0.0007993605115907274
19,45,0.0015987210231814548
19,46,0.0015987210231814548
19,47,0.0007993605115907274
19,49,0.0007993605115907274
19,54,0.0007993605115907274
19,57,0.0003996802557953637
19,70,0.0007993605115907274
19,71,0.0007993605115907274
19,72,0.0007993605115907274
19,73,0.0007993605115907274
19,74,0.0003996802557953637
19,77,0.0007993605115907274
19,88,0.0007993605115907274
19,96,0.0003996802557953637
19,99,0.0007993605115907274
20,1,0.36572742955721677
20,2,0.18171362852213915
20,3,0.10523289246693503
20,4,0.07245543415756182
20,5,0.06382978723404255
20,6,0.035077630822311676
20,7,0.03392754456584244
20,8,0.025876940770557792
20,9,0.01667625071880391
20,10,0.0097757331799885
20,11,0.012650948821161587
20,12,0.014951121334100058
20,13,0.0063254744105807935
20,14,0.005175388154111558
20,15,0.0097757331799885
20,16,0.006900517538815411
20,17,0.007475560667050029
20,18,0.0017251293847038527
20,19,0.0034502587694077054
20,20,0.0040253018976423235
20,21,0.0017251293847038527
20,22,0.0011500862564692352
20,23,0.0023001725129384704
20,24,0.0017251293847038527
20,26,0.0011500862564692352
20,27,0.0011500862564692352
20,29,0.0017251293847038527
20,30,0.0017251293847038527
20,31,0.0005750431282346176
20,33,0.0005750431282346176
20,34,0.0011500862564692352
20,35,0.0005750431282346176
20,37,0.0005750431282346176
20,46,0.0005750431282346176
20,68,0.0005750431282346176
21,1,0.24230931310577328
21,2,0.20592779884815282
21,3,0.1260008428150021
21,4,0.08526478437982862
21,5,0.061806433487849415
21,6,0.04228121927236971
21,7,0.034695884253406375
21,8,0.024160696727068408
21,9,0.021772720887765135
21,10,0.01783958421126563
21,11,0.01671583087512291
21,12,0.011799410029498525
21,13,0.011378002528445006
21,14,0.008849557522123894
21,15,0.0064615816828206205
21,16,0.005759235847731423
21,17,0.005478297513695744
21,18,0.0058997050147492625
21,19,0.0056187666807135835
21,20,0.0026689141733389522
21,21,0.004635482511588706
21,22,0.004635482511588706
21,23,0.0028093833403567917
21,24,0.0025284450063211127
21,25,0.003652198342463829
21,26,0.0029498525073746312
21,27,0.0022475066722854333
21,28,0.0022475066722854333
21,29,0.0007023458350891979
21,30,0.0019665683382497543
21,31,0.001685630004214075
21,32,0.0007023458350891979
21,33,0.0012642225031605564
21,34,0.0012642225031605564
21,35,0.0015451608371962354
21,36,0.0009832841691248771
21,37,0.0005618766680713583
21,38,0.0012642225031605564
21,39,0.00014046916701783958
21,40,0.00042140750105351877
21,41,0.0009832841691248771
21,42,0.0011237533361427166
21,43,0.00028093833403567916
21,44,0.0007023458350891979
21,45,0.00042140750105351877
21,46,0.00014046916701783958
21,47,0.0007023458350891979
21,48,0.00028093833403567916
21,49,0.00028093833403567916
21,50,0.0012642225031605564
21,52,0.0005618766680713583
21,53,0.0007023458350891979
21,54,0.0005618766680713583
21,55,0.0008428150021070375
21,56,0.00028093833403567916
21,57,0.00028093833403567916
21,59,0.00028093833403567916
21,60,0.0008428150021070375
21,61,0.0008428150021070375
21,62,0.0009832841691248771
21,64,0.00028093833403567916
21,65,0.0009832841691248771
21,66,0.0008428150021070375
21,67,0.00042140750105351877
21,68,0.00042140750105351877
21,69,0.00042140750105351877
21,70,0.00014046916701783958
21,71,0.00028093833403567916
21,73,0.00028093833403567916
21,74,0.00028093833403567916
21,75,0.00028093833403567916
21,76,0.00014046916701783958
21,78,0.00042140750105351877
21,79,0.00042140750105351877
21,80,0.00014046916701783958
21,81,0.00028093833403567916
21,85,0.00014046916701783958
21,87,0.00014046916701783958
21,90,0.00014046916701783958
21,99,0.00014046916701783958
21,101,0.00014046916701783958
22,1,0.7166666666666667
22,2,0.06845238095238096
22,3,0.05476190476190476
22,4,0.036904761904761905
22,5,0.03571428571428571
22,6,0.01607142857142857
22,7,0.01369047619047619
22,8,0.007738095238095238
22,9,0.006547619047619048
22,10,0.006547619047619048
22,11,0.007142857142857143
22,12,0.005952380952380952
22,13,0.004166666666666667
22,14,0.0017857142857142857
22,15,0.0005952380952380953
22,16,0.002976190476190476
22,17,0.0035714285714285713
22,18,0.0017857142857142857
22,19,0.0005952380952380953
22,20,0.0005952380952380953
22,21,0.0005952380952380953
22,22,0.0011904761904761906
22,23,0.0011904761904761906
22,24,0.0005952380952380953
22,25,0.0005952380952380953
22,27,0.0011904761904761906
22,28,0.0005952380952380953
22,36,0.0005952380952380953
22,40,0.0005952380952380953
22,54,0.0005952380952380953
23,1,0.20889416732647137
23,2,0.18045658485088414
23,3,0.1188968065452626
23,4,0.08920559514383743
23,5,0.06301134864080232
23,6,0.05027711797307997
23,7,0.041699656901557136
23,8,0.03219846925310108
23,9,0.02645816838215888
23,10,0.021773555027711798
23,11,0.01867247294800739
23,12,0.014647664291369754
23,13,0.013196093956188967
23,14,0.010292953285827395
23,15,0.007719714964370546
23,16,0.008907363420427554
23,17,0.007785695434151491
23,18,0.007521773555027712
23,19,0.006730007917656373
23,20,0.006532066508313539
23,21,0.004816574294008973
23,22,0.0040907891264185805
23,23,0.004420691475323304
23,24,0.0046846133544470835
23,25,0.003694906307732911
23,26,0.0033650039588281866
23,27,0.002837160200580628
23,28,0.003299023489047242
23,29,0.0027711797307996833
23,30,0.0023752969121140144
23,31,0.0015175508049617313
23,32,0.0015175508049617313
23,33,0.0022433359725521247
23,34,0.0013855898653998416
23,35,0.0013196093956188968
23,36,0.0013196093956188968
23,37,0.0011216679862760624
23,38,0.0009897070467141725
23,39,0.001253628925837952
23,40,0.001253628925837952
23,41,0.000395882818685669
23,42,0.0005278437582475588
23,43,0.000857746107152283
23,44,0.0004618632884666139
23,45,0.000791765637371338
23,46,0.0011876484560570072
23,47,0.0009237265769332278
23,48,0.000395882818685669
23,49,0.0006598046978094484
23,50,0.0002639218791237794
23,51,0.000791765637371338
23,52,0.0005938242280285036
23,53,0.0003299023489047242
23,54,0.0003299023489047242
23,55,0.0006598046978094484
23,56,0.0001319609395618897
23,57,0.0005278437582475588
23,58,0.000395882818685669
23,59,0.0001979414093428345
23,60,0.0001979414093428345
23,61,0.0002639218791237794
23,62,0.0001979414093428345
23,63,0.0007257851675903932
23,64,0.0005278437582475588
23,65,0.0001319609395618897
23,66,0.0001319609395618897
23,67,0.000395882818685669
23,68,0.0001979414093428345
23,69,0.0002639218791237794
23,73,0.0002639218791237794
23,74,0.0001319609395618897
23,76,6.598046978094485e-05
23,77,0.0001979414093428345
23,78,6.598046978094485e-05
23,80,6.598046978094485e-05
23,81,0.0001319609395618897
23,82,6.598046978094485e-05
23,85,0.0001319609395618897
23,86,0.0001319609395618897
23,87,0.0001319609395618897
24,1,0.4879948085658663
24,2,0.14406229720960415
24,3,0.08565866320571058
24,4,0.06489292667099286
24,5,0.046073977936404935
24,6,0.03763789746917586
24,7,0.029201817001946788
24,8,0.024010382868267358
24,9,0.009085009733939001
24,10,0.0136275146009085
24,11,0.011031797534068787
24,12,0.00973393900064893
24,13,0.004542504866969501
24,14,0.0025957170668397143
24,15,0.0025957170668397143
24,16,0.0025957170668397143
24,17,0.0012978585334198572
24,18,0.001946787800129786
24,19,0.0025957170668397143
24,20,0.001946787800129786
24,21,0.0025957170668397143
24,23,0.0006489292667099286
24,24,0.0006489292667099286
24,25,0.0006489292667099286
24,26,0.0012978585334198572
24,27,0.001946787800129786
24,28,0.0012978585334198572
24,29,0.0006489292667099286
24,35,0.0025957170668397143
24,38,0.0012978585334198572
24,42,0.0006489292667099286
24,54,0.0006489292667099286
24,56,0.0006489292667099286
24,94,0.0012978585334198572
25,1,0.71875
25,2,0.044221698113207544
25,3,0.04716981132075472
25,4,0.04186320754716981
25,5,0.027712264150943397
25,6,0.030660377358490566
25,7,0.021816037735849055
25,8,0.013561320754716982
25,9,0.009433962264150943
25,10,0.011202830188679245
25,11,0.004127358490566038
25,12,0.0005896226415094339
25,13,0.00884433962264151
25,14,0.00589622641509434
25,15,0.001768867924528302
25,16,0.0011792452830188679
25,17,0.0005896226415094339
25,18,0.0011792452830188679
25,19,0.0011792452830188679
25,21,0.0005896226415094339
25,22,0.0005896226415094339
25,24,0.0005896226415094339
25,28,0.00294811320754717
25,29,0.001768867924528302
25,33,0.0005896226415094339
25,49,0.0011792452830188679
26,1,0.445658773527626
26,2,0.13539769277474195
26,3,0.10018214936247723
26,4,0.08136004857316333
26,5,0.0546448087431694
26,6,0.04371584699453552
26,7,0.026108075288403157
26,8,0.024286581663630843
26,9,0.015179113539769277
26,10,0.012750455373406194
26,11,0.007893139040680024
26,12,0.007893139040680024
26,13,0.007285974499089253
26,14,0.004250151791135397
26,15,0.007285974499089253
26,16,0.004857316332726169
26,17,0.0012143290831815423
26,19,0.0036429872495446266
26,20,0.0012143290831815423
26,21,0.0018214936247723133
26,22,0.0006071645415907711
26,24,0.0018214936247723133
26,25,0.0006071645415907711
26,27,0.0006071645415907711
26,30,0.0012143290831815423
26,33,0.0006071645415907711
26,39,0.0006071645415907711
26,42,0.0018214936247723133
26,43,0.0012143290831815423
26,48,0.0012143290831815423
26,50,0.0006071645415907711
26,72,0.0006071645415907711
26,75,0.0006071645415907711
26,100,0.0012143290831815423
